id,artist,title,mix,album,key,bpm,genre,datasets,output_filename
297025,Percy X,Club X,Original Mix,Soma Records,D minor,,Techno,beatport-edm,297025 Percy X - Club X (Original Mix).mp3
297030,Percy X,Vox Digital,Original Mix,Soma Records,B minor,,Techno,beatport-edm,297030 Percy X - Vox Digital (Original Mix).mp3
297057,Slam,Virtuoso,Funk D'voids Boutaka Mix,Soma Records,C# minor,,Techno,beatport-edm,297057 Slam - Virtuoso (Funk D'voids Boutaka Mix).mp3
297059,Slam,Alien Radio,Tony Thomas Mix,Soma Records,D minor | F major,,Techno,beatport-edm,297059 Slam - Alien Radio (Tony Thomas Mix).mp3
297065,Slam,Alien Radio,Darren Emerson Mix,Soma Records,D minor | F major,,Techno,beatport-edm,297065 Slam - Alien Radio (Darren Emerson Mix).mp3
297067,Slam,Positive Education,Carl Cox In Tec Mix,Soma Records,E minor,,Tech House,beatport-edm,297067 Slam - Positive Education (Carl Cox In Tec Mix).mp3
297071,Alex Dias,Reflex,Original Mix,The B Side Records,G# major mixolydian-b6,,Tech House,beatport-edm,297071 Alex Dias - Reflex (Original Mix).mp3
297113,Jonas Bering,Take My Hand,Original Mix,Kupei Musika,F major,,Deep House,beatport-edm,297113 Jonas Bering - Take My Hand (Original Mix).mp3
297114,Kate Simko,Cityscape,Original Mix,Kupei Musika,F minor,,Deep House,beatport-edm,297114 Kate Simko - Cityscape (Original Mix).mp3
297115,"Jonas Bering, Kate Simko",Take My Hand,Kate Simko Remix,Kupei Musika,X,,Deep House,beatport-edm,"297115 Jonas Bering, Kate Simko - Take My Hand (Kate Simko Remix).mp3"
297116,"Kate Simko, Jonas Bering",Cityscape,Jonas Bering Remix,Kupei Musika,F minor,,Deep House,beatport-edm,"297116 Kate Simko, Jonas Bering - Cityscape (Jonas Bering Remix).mp3"
297125,Christian Zimmerman,The Diary Of A Lost Girl,World Of Apples Mojave Rehab Mix,Soma Records,G minor,,Electronica / Downtempo,beatport-edm,297125 Christian Zimmerman - The Diary Of A Lost Girl (World Of Apples Mojave Rehab Mix).mp3
297129,Yoshinori Sunahara,Love Beat,World Of Apples Mix,Soma Records,D major,,Electronica / Downtempo,beatport-edm,297129 Yoshinori Sunahara - Love Beat (World Of Apples Mix).mp3
297131,Maas,"Look At Me Now, Falling",Zoyd and Prairie Mix,Soma Records,B major,,Electronica / Downtempo,beatport-edm,"297131 Maas - Look At Me Now, Falling (Zoyd and Prairie Mix).mp3"
297150,Alert,Casual Tease,Original Mix,Oblivion Fringe,A other | Bb other,,Minimal,beatport-edm,297150 Alert - Casual Tease (Original Mix).mp3
297161,"Liquid Soul, Atmos",The Source,Atmos Remix,Iboga Records,G minor,,Trance,beatport-edm,"297161 Liquid Soul, Atmos - The Source (Atmos Remix).mp3"
297162,Liquid Soul,Freeway,Original Mix,Iboga Records,A minor,,Trance,beatport-edm,297162 Liquid Soul - Freeway (Original Mix).mp3
297188,"Holmes Ives, Jette Kelly","Wicked Game feat. Jette Kelly, Holmes Ives, Matt Lewis",Original Mix,OVA,B minor,,Electronica / Downtempo,beatport-edm,"297188 Holmes Ives, Jette Kelly - Wicked Game feat. Jette Kelly, Holmes Ives, Matt Lewis (Original Mix).mp3"
297191,"Holmes Ives, Jette Kelly","Ultimately, Darling feat. Jette Kelly, Holmes Ives",Original Mix,OVA,D# minor,,Electronica / Downtempo,beatport-edm,"297191 Holmes Ives, Jette Kelly - Ultimately, Darling feat. Jette Kelly, Holmes Ives (Original Mix).mp3"
297193,"Holmes Ives, Jette Kelly","A Priori feat. Jette Kelly, Holmes Ives, Matt Lewis",Original Mix,OVA,A minor,,Electronica / Downtempo,beatport-edm,"297193 Holmes Ives, Jette Kelly - A Priori feat. Jette Kelly, Holmes Ives, Matt Lewis (Original Mix).mp3"
297204,Vibe Tribe,Kick The Bass,Original Mix,Noga Records,A minor,,Trance,beatport-edm,297204 Vibe Tribe - Kick The Bass (Original Mix).mp3
297206,"Analog Pussy, Indra, Gataka",Sound Of Soul,Gataka Vs. Indra Remix,Noga Records,F minor,,Trance,beatport-edm,"297206 Analog Pussy, Indra, Gataka - Sound Of Soul (Gataka Vs. Indra Remix).mp3"
297218,Santerna,Flexibility,Original Mix,Bonzai Back Catalog,F# minor,,Trance,beatport-edm,297218 Santerna - Flexibility (Original Mix).mp3
297252,Justin Bond,Funnyman,Original Mix,Plush,E major | E minor,,Electro House,beatport-edm,297252 Justin Bond - Funnyman (Original Mix).mp3
297253,Justin Bond,Atweel,Original Mix,Plush,A major,,Electro House,beatport-edm,297253 Justin Bond - Atweel (Original Mix).mp3
297261,"Anime Toonz, John Creamer & Stephane K",Every Heart  (Minna No Kimochi) feat. Kristina Sa,Gomi Vocal Club Mix,Fuego Recordings,D minor,,Progressive House,beatport-edm,"297261 Anime Toonz, John Creamer & Stephane K - Every Heart  (Minna No Kimochi) feat. Kristina Sa (Gomi Vocal Club Mix).mp3"
297264,"Anime Toonz, DJ Gomi",Every Heart  (Minna No Kimochi) feat. Kristina Sa,Gomi Vocal Dub Mix,Fuego Recordings,D minor,,Progressive House,beatport-edm,"297264 Anime Toonz, DJ Gomi - Every Heart  (Minna No Kimochi) feat. Kristina Sa (Gomi Vocal Dub Mix).mp3"
297266,Quantum,Forplay,Original Mix,Planet B.E.N. Records,F minor,,Psy-Trance,beatport-edm,297266 Quantum - Forplay (Original Mix).mp3
297268,Quantum,Power Chip,Original Mix,Planet B.E.N. Records,G minor,,Psy-Trance,beatport-edm,297268 Quantum - Power Chip (Original Mix).mp3
297269,"Quantum, Keren Porat",Janata Express,Original Mix,Planet B.E.N. Records,F minor,,Psy-Trance,beatport-edm,"297269 Quantum, Keren Porat - Janata Express (Original Mix).mp3"
297271,"Quantum, Kaviguitars",Slicer,Original Mix,Planet B.E.N. Records,G# major,,Psy-Trance,beatport-edm,"297271 Quantum, Kaviguitars - Slicer (Original Mix).mp3"
297272,"Firewall, Quantum",2 Get U,Original Mix,Planet B.E.N. Records,B minor,,Psy-Trance,beatport-edm,"297272 Firewall, Quantum - 2 Get U (Original Mix).mp3"
297273,Quantum,Schoss,Original Mix,Planet B.E.N. Records,G minor,,Psy-Trance,beatport-edm,297273 Quantum - Schoss (Original Mix).mp3
297278,Someone Else,Pooty Call,Original Mix,Foundsound Records,C minor,,Minimal,beatport-edm,297278 Someone Else - Pooty Call (Original Mix).mp3
297280,Someone Else,Curly Mouth,Original Mix,Foundsound Records,X,,Minimal,beatport-edm,297280 Someone Else - Curly Mouth (Original Mix).mp3
297281,Someone Else,Funky Fromage,Original Mix,Foundsound Records,F# minor,,Minimal,beatport-edm,297281 Someone Else - Funky Fromage (Original Mix).mp3
297286,Someone Else,Family Unties,Original Mix,Foundsound Records,G minor,,Minimal,beatport-edm,297286 Someone Else - Family Unties (Original Mix).mp3
297287,Someone Else,Oh Sean,Original Mix,Foundsound Records,G minor,,Minimal,beatport-edm,297287 Someone Else - Oh Sean (Original Mix).mp3
297319,Blu Cianfano,Cianfy's Bossa,Latin Concepts Dub Mix,Sheeva Records,B minor,,House,beatport-edm,297319 Blu Cianfano - Cianfy's Bossa (Latin Concepts Dub Mix).mp3
297320,Blu Cianfano,Cianfy's Bossa,Main latin Concept,Sheeva Records,C# minor,,House,beatport-edm,297320 Blu Cianfano - Cianfy's Bossa (Main latin Concept).mp3
297330,Robbie Rivera,The Shout,Original Mix,24seven,X,,House,beatport-edm,297330 Robbie Rivera - The Shout (Original Mix).mp3
297332,"Robbie Rivera, Marco V",The Shout,Marco V Reconstruction Mix,24seven,X,,House,beatport-edm,"297332 Robbie Rivera, Marco V - The Shout (Marco V Reconstruction Mix).mp3"
297334,Matthew Dear,Deserter,Original Mix,Ghostly International,F# major,,Electronica / Downtempo,beatport-edm,297334 Matthew Dear - Deserter (Original Mix).mp3
297335,"Matthew Dear, Four Tet",Deserter,Four Tet Remix,Ghostly International,F# major,,Electronica / Downtempo,beatport-edm,"297335 Matthew Dear, Four Tet - Deserter (Four Tet Remix).mp3"
297336,"Matthew Dear, Four Tet",Deserter,Four Tet Remix Instrumental,Ghostly International,F# major,,Electronica / Downtempo,beatport-edm,"297336 Matthew Dear, Four Tet - Deserter (Four Tet Remix Instrumental).mp3"
297346,Savannah Joe,This Is X,Savannah's Club Mix,Fuego Recordings,G major,,Hard Dance,beatport-edm,297346 Savannah Joe - This Is X (Savannah's Club Mix).mp3
297347,Savannah Joe,This Is X,Savannah's NYC Mix,Fuego Recordings,G major,,Hard Dance,beatport-edm,297347 Savannah Joe - This Is X (Savannah's NYC Mix).mp3
297349,"Plasmic Honey, Sal Basile, Christian Gambella",The Funeral,Dub Mix,Fuego Recordings,E minor,,Hard Dance,beatport-edm,"297349 Plasmic Honey, Sal Basile, Christian Gambella - The Funeral (Dub Mix).mp3"
297355,Jay Epoch,Mulholland,Continuous DJ Mix,Proton Music,B minor,,Progressive House,beatport-edm,297355 Jay Epoch - Mulholland (Continuous DJ Mix).mp3
297356,"Brutal Bill, Brutal Bill Marquez",It's Party Time,Brutal Bill's Hard Synth Mix,Fuego Recordings,F major,,Trance,beatport-edm,"297356 Brutal Bill, Brutal Bill Marquez - It's Party Time (Brutal Bill's Hard Synth Mix).mp3"
297360,"Alex Baskin, Leo Baskin, DJ Mutt, Artie Cabrera", (I Want You To) Move,Uplifting Mix,Fuego Recordings,F minor,,Trance,beatport-edm,"297360 Alex Baskin, Leo Baskin, DJ Mutt, Artie Cabrera -  (I Want You To) Move (Uplifting Mix).mp3"
297378,"Kino Oko, La Baaz",The Day To Die,La Baaz Remix,Cold Groove Records,G major | G minor,,Progressive House,beatport-edm,"297378 Kino Oko, La Baaz - The Day To Die (La Baaz Remix).mp3"
297379,"FM Radio Gods, FM Radio Gods",The Day To Die,FM Radio Gods Remix,Cold Groove Records,A# minor,,Electro House,beatport-edm,"297379 FM Radio Gods, FM Radio Gods - The Day To Die (FM Radio Gods Remix).mp3"
297409,Kato,Gone Is Love,Original Mix,Clubland Records,G minor,,Electronica / Downtempo,beatport-edm,297409 Kato - Gone Is Love (Original Mix).mp3
297410,Paul Harlyn,Room 3,Original Mix,Clubland Records,G major,,Electronica / Downtempo,beatport-edm,297410 Paul Harlyn - Room 3 (Original Mix).mp3
297411,Up On The Hill,I Don't Need,Original Mix,Clubland Records,F# minor,,Electronica / Downtempo,beatport-edm,297411 Up On The Hill - I Don't Need (Original Mix).mp3
297413,"Oliver Backens, Stefan Gruenwald, Ingo Herrmann",Alive,Ingo Herrmann Chillout Mix,Clubland Records,D# major mixolydian,,Electronica / Downtempo,beatport-edm,"297413 Oliver Backens, Stefan Gruenwald, Ingo Herrmann - Alive (Ingo Herrmann Chillout Mix).mp3"
297415,"Richter, Niestolik",Es Ibiza,Original Mix,Clubland Records,C major,,Electronica / Downtempo,beatport-edm,"297415 Richter, Niestolik - Es Ibiza (Original Mix).mp3"
297417,Electric Moonlight,Celebrating Love,Original Mix,Clubland Records,E minor,,Electronica / Downtempo,beatport-edm,297417 Electric Moonlight - Celebrating Love (Original Mix).mp3
297418,Carpatica,Summerday,Original Mix,Clubland Records,C major,,Electronica / Downtempo,beatport-edm,297418 Carpatica - Summerday (Original Mix).mp3
297422,Extranova,Dark Clouds Over Paradise,Original Mix,Clubland Records,F major,,Electronica / Downtempo,beatport-edm,297422 Extranova - Dark Clouds Over Paradise (Original Mix).mp3
297424,Magma,Iridium Flares,Original Mix,Clubland Records,C major,,Electronica / Downtempo,beatport-edm,297424 Magma - Iridium Flares (Original Mix).mp3
297473,"Gorge, Greg Silver",Fuck It,Club Mix,Alphabet City,G# minor,,Electro House,beatport-edm,"297473 Gorge, Greg Silver - Fuck It (Club Mix).mp3"
297474,Sven Van Hees,Across The Delta,Original Mix,Your Lips,B major,,Electronica / Downtempo,beatport-edm,297474 Sven Van Hees - Across The Delta (Original Mix).mp3
297485,"Manolo Mendez, Mennow",Rock,Original Mix,Big Boss Records,C minor,,Electro House,beatport-edm,"297485 Manolo Mendez, Mennow - Rock (Original Mix).mp3"
297488,Jeremy,Soul Kicks,Original Mix,Tronic Soundz,F major,,Deep House,beatport-edm,297488 Jeremy - Soul Kicks (Original Mix).mp3
297491,G.Pal,Where Do We Go Now,Original Mix,Tronic Soundz,F minor,,House,beatport-edm,297491 G.Pal - Where Do We Go Now (Original Mix).mp3
297494,Future Funk,Switch Lock,Original Mix,Tronic Soundz,E minor,,Tech House,beatport-edm,297494 Future Funk - Switch Lock (Original Mix).mp3
297501,Jeff Bennett,Hovering,Original Mix,Tronic Soundz,F minor,,Tech House,beatport-edm,297501 Jeff Bennett - Hovering (Original Mix).mp3
297506,Forteba,Iâ€™ll Never Die,Original Mix,Tronic Soundz,B minor,,Tech House,beatport-edm,297506 Forteba - Iâ€™ll Never Die (Original Mix).mp3
297513,DJ Glenn B,How Bizarre,Main Mix,Big Boss Records,C major mixolydian,,House,beatport-edm,297513 DJ Glenn B - How Bizarre (Main Mix).mp3
297517,Touane,Morso,Original Mix,Persona,D# minor,,Minimal,beatport-edm,297517 Touane - Morso (Original Mix).mp3
297521,Digital Minds,Be Yourself,Original Mix,Tango Recordings,F minor,,House,beatport-edm,297521 Digital Minds - Be Yourself (Original Mix).mp3
297534,Goldfish Und Der Dulz,Closer,Original Mix,Boxer Recordings,F minor,,Techno,beatport-edm,297534 Goldfish Und Der Dulz - Closer (Original Mix).mp3
297535,"Goldfish Und Der Dulz, Daso",Closer,Daso Mix,Boxer Recordings,D# minor,,Techno,beatport-edm,"297535 Goldfish Und Der Dulz, Daso - Closer (Daso Mix).mp3"
297536,Dandi & Ugo,Kutoffen,Original Mix,Stereo Seven Plus,C minor,,Techno,beatport-edm,297536 Dandi & Ugo - Kutoffen (Original Mix).mp3
297538,Lex M,G4 Island,Original Mix,SK Recordings,C minor,,Techno,beatport-edm,297538 Lex M - G4 Island (Original Mix).mp3
297541,Mecanique,Silverface,Original Mix,District of Corruption,X,,Techno,beatport-edm,297541 Mecanique - Silverface (Original Mix).mp3
297542,Mecanique,Inertia,Original Mix,District of Corruption,F minor,,Techno,beatport-edm,297542 Mecanique - Inertia (Original Mix).mp3
297575,Joachim J.,Genesis,Original Mix,Doctormusik Records,F other | E other,,Progressive House,beatport-edm,297575 Joachim J. - Genesis (Original Mix).mp3
297579,Kelly Holiday,Moscow Time,Electro Mix,Doctormusik Records,A minor,,Electro House,beatport-edm,297579 Kelly Holiday - Moscow Time (Electro Mix).mp3
297580,Kelly Holiday,Moscow Time,Minimal Mix,Doctormusik Records,D minor,,Electro House,beatport-edm,297580 Kelly Holiday - Moscow Time (Minimal Mix).mp3
297598,Funk Revenge,White 2005,Original Mix,Eklero Records,G# minor,,Deep House,beatport-edm,297598 Funk Revenge - White 2005 (Original Mix).mp3
297600,Funk Revenge,Astral Ohm,Original Mix,Eklero Records,E minor,,House,beatport-edm,297600 Funk Revenge - Astral Ohm (Original Mix).mp3
297604,Existone,Aveo,Original Mix,Emotive Sounds,G minor,,Trance,beatport-edm,297604 Existone - Aveo (Original Mix).mp3
297608,Axwell,I Found U,Classic Mix,Axtone Records,A major,,Funky / Groove / Jackin' House,beatport-edm,297608 Axwell - I Found U (Classic Mix).mp3
297615,Neptuner,This Dream,Original Mix,Helios Recordings,A minor,,Electro House,beatport-edm,297615 Neptuner - This Dream (Original Mix).mp3
297616,"Neptuner, Neptuner",This Dream,Neptuner Remix,Helios Recordings,A minor,,Electro House,beatport-edm,"297616 Neptuner, Neptuner - This Dream (Neptuner Remix).mp3"
297617,"Neptuner, Mario Chris",This Dream,Mario Chris Remix,Helios Recordings,A minor,,Electro House,beatport-edm,"297617 Neptuner, Mario Chris - This Dream (Mario Chris Remix).mp3"
297620,Espresso Del Lago,Falling Man,Original Mix,Elektrolux,D minor | F major,,Electronica / Downtempo,beatport-edm,297620 Espresso Del Lago - Falling Man (Original Mix).mp3
297627,Espresso Del Lago,Cinquo Dias,Original Mix,Elektrolux,F minor,,Electronica / Downtempo,beatport-edm,297627 Espresso Del Lago - Cinquo Dias (Original Mix).mp3
297637,D_Bug,Emulador,Original Mix,Eintakt Records,X,,Minimal,beatport-edm,297637 D_Bug - Emulador (Original Mix).mp3
297641,Kong,Ley De Rodman,Original Mix,Eintakt Records,D minor,,Minimal,beatport-edm,297641 Kong - Ley De Rodman (Original Mix).mp3
297652,Flow,Brredon Arrival,Original Mix,Beat Code,E minor,,Tech House,beatport-edm,297652 Flow - Brredon Arrival (Original Mix).mp3
297654,Luca Morris,Door In The Floor,Original Mix,Magnetic Disorder,E minor,,Techno,beatport-edm,297654 Luca Morris - Door In The Floor (Original Mix).mp3
297656,Luca Morris,Computer,Original Mix,Magnetic Disorder,E minor,,Techno,beatport-edm,297656 Luca Morris - Computer (Original Mix).mp3
297657,2MB,Dirty Life,Original Mix,Kritical Noise Records,F major,,Techno,beatport-edm,297657 2MB - Dirty Life (Original Mix).mp3
297658,2MB,Dirty Life,Cresh Mix,Kritical Noise Records,F major,,Techno,beatport-edm,297658 2MB - Dirty Life (Cresh Mix).mp3
297659,"Blu Mar Ten, Tom Middleton",All Over Again feat. Ernesto,Tom Middleton Mix,Exceptional Records,F minor,,House,beatport-edm,"297659 Blu Mar Ten, Tom Middleton - All Over Again feat. Ernesto (Tom Middleton Mix).mp3"
297660,Blu Mar Ten,All Over Again feat. Ernesto,Original Mix,Exceptional Records,C minor,,Deep House,beatport-edm,297660 Blu Mar Ten - All Over Again feat. Ernesto (Original Mix).mp3
297666,Sog,Sog 1.1,Original Mix,Kompakt,Bb other | A minor,,Minimal,beatport-edm,297666 Sog - Sog 1.1 (Original Mix).mp3
297667,Sog,Sog 1.2,Original Mix,Kompakt,X,,Minimal,beatport-edm,297667 Sog - Sog 1.2 (Original Mix).mp3
297675,"The Rurals, Deejaykul",Up to You,Deejaykul's Freebass Remix,Peng,A minor | A major,,Deep House,beatport-edm,"297675 The Rurals, Deejaykul - Up to You (Deejaykul's Freebass Remix).mp3"
297677,The Rurals,Up to You,Original Mix,Peng,A minor | A major,,Deep House,beatport-edm,297677 The Rurals - Up to You (Original Mix).mp3
297680,Ynnad Zeugnimod,Miniscula,Original Mix,Sounderground Records,X,,Minimal,beatport-edm,297680 Ynnad Zeugnimod - Miniscula (Original Mix).mp3
297681,Ynnad Zeugnimod,Interferencias,Original Mix,Sounderground Records,X,,Minimal,beatport-edm,297681 Ynnad Zeugnimod - Interferencias (Original Mix).mp3
297686,Tom Ellis,Street Fight,Original Mix,Trimsound,A# major mixolydian,,Deep House,beatport-edm,297686 Tom Ellis - Street Fight (Original Mix).mp3
297692,Tom Ellis,I Smile,Original Mix,Trimsound,C# minor,,Tech House,beatport-edm,297692 Tom Ellis - I Smile (Original Mix).mp3
297695,Tom Ellis,I Smile,Bonus Instrumental Version,Trimsound,C# minor,,Tech House,beatport-edm,297695 Tom Ellis - I Smile (Bonus Instrumental Version).mp3
297696,"Paolo Bolognesi, Jurgen Cecconi",Oh My God,Jurgen Cecconi Mix,Fahrenheit,A minor,,Electronica / Downtempo,beatport-edm,"297696 Paolo Bolognesi, Jurgen Cecconi - Oh My God (Jurgen Cecconi Mix).mp3"
297697,Popstitute,Believe,Cencios Mix,Fahrenheit,F# minor,,Electronica / Downtempo,beatport-edm,297697 Popstitute - Believe (Cencios Mix).mp3
297698,Groove Garcia,Stream,Original Mix,Khazuma Recordings,F minor,,Progressive House,beatport-edm,297698 Groove Garcia - Stream (Original Mix).mp3
297699,Groove Garcia,Stream,Melody Version,Khazuma Recordings,F minor,,Progressive House,beatport-edm,297699 Groove Garcia - Stream (Melody Version).mp3
297704,"Loaded, Santorini",Denied,Santorini Remix,Fahrenheit,F minor,,Progressive House,beatport-edm,"297704 Loaded, Santorini - Denied (Santorini Remix).mp3"
297705,"Loaded, David Lead",Denied,David Lead Remix,Fahrenheit,A# minor,,Progressive House,beatport-edm,"297705 Loaded, David Lead - Denied (David Lead Remix).mp3"
297709,Maurizio Benedetta,The Morning,1 AM Mix,Fahrenheit,X,,Progressive House,beatport-edm,297709 Maurizio Benedetta - The Morning (1 AM Mix).mp3
297717,"D. Ochoa, Jose M.",A Finale,Original Mix,Trebol Records,C minor,,Tech House,beatport-edm,"297717 D. Ochoa, Jose M. - A Finale (Original Mix).mp3"
297718,"D. Ochoa, Jose M.",La Movida,Original Mix,Trebol Records,C minor,,Tech House,beatport-edm,"297718 D. Ochoa, Jose M. - La Movida (Original Mix).mp3"
297721,Francesco Vega,It's Psyco,Electro Mix,Ibiza Night Records,G minor,,Electro House,beatport-edm,297721 Francesco Vega - It's Psyco (Electro Mix).mp3
297724,"Jimithesun, Klod",Photomatic,Bad Electro Mix,Ibiza Night Records,F minor | Ab major,,Electro House,beatport-edm,"297724 Jimithesun, Klod - Photomatic (Bad Electro Mix).mp3"
297735,Jamie Jones,I Like You,Original Mix,Freak N Chic,E minor dorian,,Tech House,beatport-edm,297735 Jamie Jones - I Like You (Original Mix).mp3
